country_code,pass_count,predicted_gdp_per_capita,actual_gdp_per_capita,relative_error_gdp_per_capita,pass_gdp_per_capita,predicted_inflation,actual_inflation,relative_error_inflation,pass_inflation,predicted_unemployment,actual_unemployment,relative_error_unemployment,pass_unemployment,predicted_debt_gdp,actual_debt_gdp,relative_error_debt_gdp,pass_debt_gdp,predicted_life_expectancy,actual_life_expectancy,relative_error_life_expectancy,pass_life_expectancy
ROU,2,9195.577710680844,20080.2096215595,0.5420576834612406,False,0.042496552735994605,0.0572140574354439,0.25723581509763466,False,0.06794,0.054000000000000006,0.258148148148148,False,0.5496195452991783,0.575,0.04413992121882021,True,76.50432924293617,76.4585365853659,0.0005989214496556916,True
RUS,2,13275.935423141218,14889.0185546875,0.10834046083168028,True,0.0027777230911281703,0.08434864104967231,0.9670685495751806,False,0.1442985426704928,0.024300000000000002,4.938211632530567,False,1.491874036990692,0.14800000000000002,9.080229979666836,False,72.82979553642119,73.4404878048781,0.008315471298058996,True
RWA,3,953.5247022147455,999.65456165547,0.04614579996947301,True,-0.008091345412050246,0.017702924019863498,1.4570626526426584,False,0.14410406096470263,0.11331,0.2717682549175063,False,0.5086797889433303,0.634,0.19766594803891116,True,65.0630640090194,68.017,0.04342937781702511,True
SEN,1,1117.2769028018913,1773.21829923448,0.36991576091661504,False,-0.042109607145444206,0.00804503298792438,6.2342367282584,False,0.2170200389586516,0.02788,6.7840760028210765,False,3.0,1.324,1.265861027190332,False,66.11840935847661,68.924,0.04070556905466013,True
SLB,2,3353.383815207729,1933.55538435227,0.7343096775741407,False,0.01743174327659152,0.043218394838803305,0.596659169281767,False,0.014296269034152327,0.01444,0.009953667994991176,True,0.0,0.261,1.0,False,70.41502043735859,70.694,0.003946297601513713,True
SLV,1,3112.7812556464373,5579.65969165029,0.4421198733133179,False,-0.038732890863221,0.008537822925672879,5.536623820898511,False,0.23553957506542564,0.03261,6.222924718350986,False,3.0,0.8740000000000001,2.432494279176201,False,71.41931972569334,72.302,0.012208241463675487,True
SUR,2,9669.716957753331,6961.78955961526,0.3889700162507818,False,-0.005992884778631167,0.162296159130279,1.0369256106290263,False,0.10578322578293745,0.07621,0.38804915080615987,False,0.8150740970723723,0.88,0.07377943514503145,True,71.8740365467887,73.757,0.025529284721603415,True
SVK,3,23713.91805077278,25992.6748502048,0.08766919189981193,True,0.057301294901681336,0.0275760909424272,1.0779339254905205,False,0.11535999999999999,0.053,1.1766037735849055,False,0.6721595460595607,0.597,0.12589538703444014,True,78.37836617096383,78.3707317073171,9.741472971358323e-05,True
SVN,1,22314.412413204605,34301.0318686594,0.34945361123106267,False,-0.023881007498363686,0.0196562656432512,2.214931052102616,False,0.08500745596006652,0.037000000000000005,1.2974988097315272,False,3.0,0.6659999999999999,3.504504504504505,False,82.65163971057672,82.2853658536585,0.004451263637444561,True
SWE,2,112846.55391059365,57117.4877440616,0.975691830429396,False,0.05263288473588119,0.0283581658224034,0.8560045478787762,False,0.07804,0.084,0.07095238095238103,True,0.23080034019207726,0.33899999999999997,0.3191730377814829,False,84.26791124970183,84.0634146341463,0.002432647025409569,True
TCD,2,928.3451869266537,961.55975562506,0.03454238647583087,True,-0.034097844472688404,0.0889950732263754,1.3831430576606667,False,0.215385678550354,0.01053,19.45448039414568,False,2.583490361976442,0.314,7.227676312026885,False,52.16985754326661,55.238,0.055544054034059716,True
TGO,1,728.08959309208,1119.38160509429,0.34956087380875794,False,-0.035691650777398276,0.0286262074089801,2.2468173051174682,False,0.19560057635499606,0.01948,9.041097348819099,False,3.0,0.662,3.5317220543806647,False,60.22005196696864,62.935,0.04313892163392964,True
THA,1,5357.331899978393,7346.62022142185,0.27077598426048133,False,-0.03469883550290548,0.013658054079803701,3.5405402043483623,False,0.2006707620167991,0.00781,24.694079643636247,False,3.0,0.629,3.7694753577106517,False,74.79315553855797,76.564,0.023128943908913128,True
TUN,1,2515.5051243080775,4181.13789301228,0.398368293829268,False,-0.022299514058028533,0.0720661657168794,1.3094311156449596,False,0.31336165414989187,0.15341,1.0426416410266077,False,3.0,0.857,2.5005834305717616,False,70.81816229296714,76.711,0.07681867929023027,True
TUR,1,7629.860886485684,15892.7157287241,0.5199145937848958,False,9.83326304266445e-05,0.585064507300342,0.9998319285665089,False,0.24730696105310965,0.08800000000000001,1.8103063756035187,False,2.3771201108872195,0.23600000000000002,9.072542842742454,False,77.22150834577045,77.421,0.002576712445325703,True
TZA,1,690.2356726673017,1186.71691894531,0.41836535601030617,False,0.0065792091426150195,0.030569467631237298,0.784778419369918,False,0.16502121336411157,0.015569999999999999,9.59866495594808,False,2.950300872629239,0.499,4.912426598455388,False,64.3146830777801,67.212,0.043107137448965965,True
UGA,1,403.46794166753716,1077.91278452817,0.6256951884617035,False,-0.0010979224871668775,0.033233806708656,1.0330363144009294,False,0.2096278120460607,0.0274,6.650650074673748,False,2.9897405692324037,0.518,4.771699940603097,False,63.1267180819012,68.487,0.07826714439380894,True
USA,1,59394.618475234565,84534.0407841548,0.29738815364463694,False,-0.03768361030808097,0.0294952520485207,2.2776161480529185,False,0.14106689260729913,0.040220000000000006,2.5073817157458755,False,3.0,1.2229999999999999,1.4529844644317256,False,80.23770474685621,78.890243902439,0.01708019620377362,True
UZB,1,2200.333057240651,3161.70010632875,0.304066488521077,False,0.0203693554028088,0.0962825465956682,0.7884418711072478,False,0.1588097151936431,0.04439,2.577601153269725,False,1.2021565796612799,0.309,2.8904743678358575,False,69.46728040859722,72.528,0.042200523817047024,True
VNM,1,3298.975931476688,4717.29028732449,0.30066293771635344,False,0.00034719260237625615,0.0362109273885843,0.9904119384005141,False,0.07007892742672994,0.01602,3.374464883066788,False,1.2203557907725202,0.312,2.911396765296539,False,71.25590885874773,74.736,0.0465651244547778,True
ZAF,1,2462.723921114036,6267.186814093,0.607044756416688,False,-0.01662688855940815,0.043611524651896195,1.3812498804415274,False,0.4,0.32279,0.2391957619504941,False,3.0,0.76,2.947368421052632,False,65.21174097543349,66.312,0.016592155636483773,True
